service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
cognito-idp,AdminUpdateUserAttributes,Grants permission to updates any user's standard or custom attributes,Write,userpool*,,,cognito-idp:AdminUpdateUserAttributes
cognito-idp,AdminUserGlobalSignOut,Grants permission to sign out any user from all sessions,Write,userpool*,,,cognito-idp:AdminUserGlobalSignOut
cognito-idp,AssociateSoftwareToken,Returns a unique generated shared secret key code for the user account,Write,,,,cognito-idp:AssociateSoftwareToken
cognito-idp,AssociateWebACL,Grants permission to associate the user pool with an AWS WAF web ACL,Write,userpool*,,,cognito-idp:AssociateWebACL
cognito-idp,ChangePassword,Changes the password for a specified user in a user pool,Write,,,,cognito-idp:ChangePassword
cognito-idp,ConfirmDevice,Confirms tracking of the device. This API call is the call that begins device tracking,Write,,,,cognito-idp:ConfirmDevice
cognito-idp,ConfirmForgotPassword,Allows a user to enter a confirmation code to reset a forgotten password,Write,,,,cognito-idp:ConfirmForgotPassword
cognito-idp,ConfirmSignUp,Confirms registration of a user and handles the existing alias from a previous user,Write,,,,cognito-idp:ConfirmSignUp
cognito-idp,CreateGroup,Grants permission to create new user pool groups,Write,userpool*,,,cognito-idp:CreateGroup
cognito-idp,CreateIdentityProvider,Grants permission to add identity providers to user pools,Write,userpool*,,,cognito-idp:CreateIdentityProvider
cognito-idp,CreateResourceServer,Grants permission to create and configure scopes for OAuth 2.0 resource servers,Write,userpool*,,,cognito-idp:CreateResourceServer
cognito-idp,CreateUserImportJob,Grants permission to create user CSV import jobs,Write,userpool*,,,cognito-idp:CreateUserImportJob
cognito-idp,CreateUserPool,Grants permission to create and set password policy for user pools,Write,,aws:RequestTag/${TagKey}aws:TagKeysaws:ResourceTag/${TagKey},,cognito-idp:CreateUserPool
cognito-idp,CreateUserPoolClient,Grants permission to create user pool app clients,Write,userpool*,,,cognito-idp:CreateUserPoolClient
cognito-idp,CreateUserPoolDomain,Grants permission to add user pool domains,Write,userpool*,,,cognito-idp:CreateUserPoolDomain
cognito-idp,DeleteGroup,Grants permission to delete any empty user pool group,Write,userpool*,,,cognito-idp:DeleteGroup
cognito-idp,DeleteIdentityProvider,Grants permission to delete any identity provider from user pools,Write,userpool*,,,cognito-idp:DeleteIdentityProvider
cognito-idp,DeleteResourceServer,Grants permission to delete any OAuth 2.0 resource server from user pools,Write,userpool*,,,cognito-idp:DeleteResourceServer
cognito-idp,DeleteUser,Allows a user to delete one's self,Write,,,,cognito-idp:DeleteUser
cognito-idp,DeleteUserAttributes,Deletes the attributes for a user,Write,,,,cognito-idp:DeleteUserAttributes
cognito-idp,DeleteUserPool,Grants permission to delete user pools,Write,userpool*,,,cognito-idp:DeleteUserPool
cognito-idp,DeleteUserPoolClient,Grants permission to delete any user pool app client,Write,userpool*,,,cognito-idp:DeleteUserPoolClient
cognito-idp,DeleteUserPoolDomain,Grants permission to delete any user pool domain,Write,userpool*,,,cognito-idp:DeleteUserPoolDomain
cognito-idp,DescribeIdentityProvider,Grants permission to describe any user pool identity provider,Read,userpool*,,,cognito-idp:DescribeIdentityProvider
cognito-idp,DescribeResourceServer,Grants permission to describe any OAuth 2.0 resource server,Read,userpool*,,,cognito-idp:DescribeResourceServer
cognito-idp,DescribeRiskConfiguration,Grants permission to describe the risk configuration settings of user pools and app clients,Read,userpool*,,,cognito-idp:DescribeRiskConfiguration
cognito-idp,DescribeUserImportJob,Grants permission to describe any user import job,Read,userpool*,,,cognito-idp:DescribeUserImportJob
cognito-idp,DescribeUserPool,Grants permission to describe user pools,Read,userpool*,,,cognito-idp:DescribeUserPool
cognito-idp,DescribeUserPoolClient,Grants permission to describe any user pool app client,Read,userpool*,,,cognito-idp:DescribeUserPoolClient
cognito-idp,DescribeUserPoolDomain,Grants permission to describe any user pool domain,Read,,,,cognito-idp:DescribeUserPoolDomain
cognito-idp,DisassociateWebACL,Grants permission to disassociate the user pool with an AWS WAF web ACL,Write,userpool*,,,cognito-idp:DisassociateWebACL
cognito-idp,ForgetDevice,Forgets the specified device,Write,,,,cognito-idp:ForgetDevice
cognito-idp,ForgotPassword,Calling this API causes a message to be sent to the end user with a confirmation code that is required to change the user's password,Write,,,,cognito-idp:ForgotPassword
cognito-idp,GetCSVHeader,Grants permission to generate headers for a user import .csv file,Read,userpool*,,,cognito-idp:GetCSVHeader
cognito-idp,GetDevice,Gets the device,Read,,,,cognito-idp:GetDevice
cognito-idp,GetGroup,Grants permission to describe a user pool group,Read,userpool*,,,cognito-idp:GetGroup
cognito-idp,GetIdentityProviderByIdentifier,Grants permission to correlate a user pool IdP identifier to the IdP Name,Read,userpool*,,,cognito-idp:GetIdentityProviderByIdentifier
cognito-idp,GetSigningCertificate,Grants permission to look up signing certificates for user pools,Read,userpool*,,,cognito-idp:GetSigningCertificate
cognito-idp,GetUICustomization,Grants permission to get UI customization information for the hosted UI of any app client,Read,userpool*,,,cognito-idp:GetUICustomization
cognito-idp,GetUser,Gets the user attributes and metadata for a user,Read,,,,cognito-idp:GetUser
cognito-idp,GetUserAttributeVerificationCode,Gets the user attribute verification code for the specified attribute name,Read,,,,cognito-idp:GetUserAttributeVerificationCode
cognito-idp,GetUserPoolMfaConfig,Grants permission to look up the MFA configuration of user pools,Read,userpool*,,,cognito-idp:GetUserPoolMfaConfig
cognito-idp,GetWebACLForResource,Grants permission to get the AWS WAF web ACL that is associated with an Amazon Cognito user pool,Read,userpool*,,,cognito-idp:GetWebACLForResource
cognito-idp,GlobalSignOut,Signs out users from all devices,Write,,,,cognito-idp:GlobalSignOut
cognito-idp,InitiateAuth,Initiates the authentication flow,Write,,,,cognito-idp:InitiateAuth
cognito-idp,ListDevices,Lists the devices,List,,,,cognito-idp:ListDevices
cognito-idp,ListGroups,Grants permission to list all groups in user pools,List,userpool*,,,cognito-idp:ListGroups
cognito-idp,ListIdentityProviders,Grants permission to list all identity providers in user pools,List,userpool*,,,cognito-idp:ListIdentityProviders
cognito-idp,ListResourceServers,Grants permission to list all resource servers in user pools,List,userpool*,,,cognito-idp:ListResourceServers
cognito-idp,ListResourcesForWebACL,Grants permission to list the user pools that are associated with an AWS WAF web ACL,List,webacl*,,,cognito-idp:ListResourcesForWebACL
cognito-idp,ListTagsForResource,Grants permission to list the tags that are assigned to an Amazon Cognito user pool,List,userpool,,,cognito-idp:ListTagsForResource
cognito-idp,ListUserImportJobs,Grants permission to list all user import jobs,List,userpool*,,,cognito-idp:ListUserImportJobs
cognito-idp,ListUserPoolClients,Grants permission to list all app clients in user pools,List,userpool*,,,cognito-idp:ListUserPoolClients
cognito-idp,ListUserPools,Grants permission to list all user pools,List,,,,cognito-idp:ListUserPools
cognito-idp,ListUsers,Grants permission to list all user pool users,List,userpool*,,,cognito-idp:ListUsers
cognito-idp,ListUsersInGroup,Grants permission to list the users in any group,List,userpool*,,,cognito-idp:ListUsersInGroup
cognito-idp,ResendConfirmationCode,Resends the confirmation (for confirmation of registration) to a specific user in the user pool,Write,,,,cognito-idp:ResendConfirmationCode
cognito-idp,RespondToAuthChallenge,Responds to the authentication challenge,Write,,,,cognito-idp:RespondToAuthChallenge
cognito-idp,RevokeToken,Revokes all of the access tokens generated by the specified refresh token,Write,,,,cognito-idp:RevokeToken
cognito-idp,SetRiskConfiguration,Grants permission to set risk configuration for user pools and app clients,Write,userpool*,,,cognito-idp:SetRiskConfiguration
cognito-idp,SetUICustomization,Grants permission to customize the hosted UI for any app client,Write,userpool*,,,cognito-idp:SetUICustomization
cognito-idp,SetUserMFAPreference,Sets MFA preference for the user in the userpool,Write,,,,cognito-idp:SetUserMFAPreference
cognito-idp,SetUserPoolMfaConfig,Grants permission to set user pool MFA configuration,Write,userpool*,,,cognito-idp:SetUserPoolMfaConfig
cognito-idp,SetUserSettings,Sets the user settings like multi-factor authentication (MFA),Write,,,,cognito-idp:SetUserSettings
cognito-idp,SignUp,"Registers the user in the specified user pool and creates a user name, password, and user attributes",Write,,,,cognito-idp:SignUp
cognito-idp,StartUserImportJob,Grants permission to start any user import job,Write,userpool*,,,cognito-idp:StartUserImportJob
cognito-idp,StopUserImportJob,Grants permission to stop any user import job,Write,userpool*,,,cognito-idp:StopUserImportJob
cognito-idp,TagResource,Grants permission to tag a user pool,Tagging,userpool,,,cognito-idp:TagResource
cognito-idp,UntagResource,Grants permission to untag a user pool,Tagging,userpool,,,cognito-idp:UntagResource
cognito-idp,UpdateAuthEventFeedback,Updates the feedback for the user authentication event,Write,userpool*,,,cognito-idp:UpdateAuthEventFeedback
cognito-idp,UpdateDeviceStatus,Updates the device status,Write,,,,cognito-idp:UpdateDeviceStatus
